ID_Progreso,ID_Usuario,ID_Plan,Porcentaje_Completado,Fecha_Actualizacion,Tipo_Plan
PROG-01546,USR-03614,PLAN-011,5.0,2025-01-03,HIIT
PROG-01547,USR-01971,PLAN-073,97.0,2025-01-01,Yoga
PROG-01548,USR-00169,PLAN-031,26.0,2025-04-07,Cardio
PROG-01549,USR-07763,PLAN-035,49.0,2025-07-31,Cardio
PROG-01550,USR-02218,PLAN-075,90.0,2025-06-21,Fuerza
PROG-01551,USR-06890,PLAN-008,35.0,2025-05-03,Meditación
PROG-01552,USR-04455,PLAN-065,13.0,2024-10-31,Meditación
PROG-01553,USR-00022,PLAN-027,15.0,2025-01-31,Cardio
PROG-01554,USR-04261,PLAN-050,28.0,2025-07-25,HIIT
PROG-01555,USR-03978,PLAN-031,63.0,2024-12-19,Fuerza
PROG-01556,USR-05055,PLAN-012,73.0,2024-11-30,Meditación
PROG-01557,USR-07929,PLAN-094,59.0,2024-12-19,Yoga
PROG-01558,USR-05650,PLAN-023,51.0,2025-09-07,Meditación
PROG-01559,USR-04906,PLAN-050,55.0,2025-08-05,Fuerza
PROG-01560,USR-04605,PLAN-009,1.0,2025-01-24,Meditación
PROG-01561,USR-05938,PLAN-063,55.0,2025-02-22,HIIT
PROG-01562,USR-05450,PLAN-066,23.0,2025-03-25,Meditación
PROG-01563,USR-03724,PLAN-077,54.0,2024-12-03,Yoga
PROG-01564,USR-07572,PLAN-065,7.0,2025-04-04,Meditación
PROG-01565,USR-04268,PLAN-067,53.0,2024-10-09,HIIT
PROG-01566,USR-01777,PLAN-041,68.0,2024-10-15,HIIT
PROG-01567,USR-05251,PLAN-005,31.0,2025-03-29,Yoga
PROG-01568,USR-04887,PLAN-021,2.0,2025-03-05,HIIT
PROG-01569,USR-03324,PLAN-061,24.0,2025-09-11,Yoga
PROG-01570,USR-01827,PLAN-080,0.0,2025-03-05,Meditación
PROG-01571,USR-00775,PLAN-092,52.0,2025-02-28,Yoga
PROG-01572,USR-00676,PLAN-079,25.0,2025-01-02,Yoga
PROG-01573,USR-00718,PLAN-035,60.0,2025-07-26,Cardio
PROG-01574,USR-02551,PLAN-058,13.0,2025-03-14,Fuerza
PROG-01575,USR-05013,PLAN-046,,2024-10-11,Yoga
PROG-01576,USR-01145,PLAN-084,3.0,2025-02-23,Yoga
PROG-01577,USR-03349,PLAN-081,62.0,2024-10-12,HIIT
PROG-01578,USR-00013,PLAN-039,12.0,2025-03-01,HIIT
PROG-01579,USR-04792,PLAN-093,35.0,2025-02-26,HIIT
PROG-01580,USR-05863,PLAN-033,15.0,2025-06-07,Yoga
PROG-01581,USR-04525,PLAN-046,65.0,2024-10-25,Meditación
PROG-01582,USR-04992,PLAN-043,91.0,2025-06-01,Meditación
PROG-01583,USR-05356,PLAN-096,89.0,2024-12-29,Yoga
PROG-01584,USR-05380,PLAN-060,12.0,2025-07-16,Cardio
PROG-01585,USR-02829,PLAN-029,7.0,2025-06-18,Fuerza
PROG-01586,USR-01025,PLAN-071,45.0,2025-08-13,Cardio
PROG-01587,USR-03243,PLAN-048,85.0,2025-02-13,Fuerza
PROG-01588,USR-02874,PLAN-095,13.0,2025-05-23,HIIT
PROG-01589,USR-06282,PLAN-022,98.0,2024-11-18,Yoga
PROG-01590,USR-01508,PLAN-038,60.0,2025-04-07,Meditación
PROG-01591,USR-03607,PLAN-059,1.0,2025-01-30,HIIT
PROG-01592,USR-07329,PLAN-016,21.0,2024-11-11,HIIT
PROG-01593,USR-00824,PLAN-028,86.0,2024-09-19,HIIT
PROG-01594,USR-03954,PLAN-039,11.0,2024-12-02,Meditación
PROG-01595,USR-07555,PLAN-079,96.0,2025-07-26,Meditación
PROG-01596,USR-03332,PLAN-026,99.0,2024-09-18,HIIT
PROG-01597,USR-06879,PLAN-064,61.0,2024-11-01,HIIT
PROG-01598,USR-07546,PLAN-069,61.0,2024-11-09,Fuerza
PROG-01599,USR-04590,PLAN-089,76.0,2024-12-15,HIIT
PROG-01600,USR-01677,PLAN-059,21.0,2025-06-05,HIIT
PROG-01601,USR-07049,PLAN-031,97.0,2025-05-10,Yoga
PROG-01602,USR-06953,PLAN-018,98.0,2024-09-30,Yoga
PROG-01603,USR-04915,PLAN-038,75.0,2025-07-14,HIIT
PROG-01604,USR-07752,PLAN-067,16.0,2025-03-26,HIIT
PROG-01605,USR-05136,PLAN-064,71.0,2025-02-13,Cardio
PROG-01606,USR-02825,PLAN-041,24.0,2025-09-01,Yoga
PROG-01607,USR-03654,PLAN-045,43.0,2025-01-29,Cardio
PROG-01608,USR-00388,PLAN-008,35.0,2025-06-18,Fuerza
PROG-01609,USR-06170,PLAN-091,,2024-11-06,Yoga
PROG-01610,USR-00115,PLAN-085,48.0,2025-01-31,Yoga
PROG-01611,USR-02788,PLAN-060,43.0,2025-08-01,Meditación
PROG-01612,USR-00642,PLAN-059,91.0,2025-07-26,Meditación
PROG-01613,USR-06054,PLAN-052,28.0,2024-11-23,Meditación
PROG-01614,USR-05603,PLAN-093,5.0,2025-07-29,Meditación
PROG-01615,USR-06419,PLAN-100,,2025-01-10,Fuerza
PROG-01616,USR-06685,PLAN-015,,2025-08-22,Yoga
PROG-01617,USR-00630,PLAN-062,94.0,2025-06-14,HIIT
PROG-01618,USR-07464,PLAN-100,67.0,2025-07-07,Yoga
PROG-01619,USR-03717,PLAN-070,27.0,2025-06-23,Fuerza
PROG-01620,USR-05463,PLAN-097,55.0,2025-03-23,Yoga
PROG-01621,USR-01364,PLAN-012,4.0,2024-10-01,HIIT
PROG-01622,USR-04640,PLAN-074,69.0,2025-08-19,Yoga
PROG-01623,USR-06961,PLAN-041,7.0,2025-03-12,Fuerza
PROG-01624,USR-03536,PLAN-002,60.0,2025-02-09,Yoga
PROG-01625,USR-07549,PLAN-071,35.0,2025-01-10,Meditación
PROG-01626,USR-05466,PLAN-007,86.0,2024-12-16,Fuerza
PROG-01627,USR-03447,PLAN-015,70.0,2025-08-27,HIIT
PROG-01628,USR-06285,PLAN-088,81.0,2024-09-25,HIIT
PROG-01629,USR-05081,PLAN-033,42.0,2024-10-13,Fuerza
PROG-01630,USR-06503,PLAN-034,28.0,2025-08-21,Cardio
PROG-01631,USR-04806,PLAN-022,59.0,2024-11-27,Fuerza
PROG-01632,USR-01790,PLAN-038,29.0,2024-12-09,Yoga
PROG-01633,USR-01085,PLAN-033,87.0,2025-02-16,Cardio
PROG-01634,USR-06595,PLAN-047,,2025-06-15,Cardio
PROG-01635,USR-05064,PLAN-037,3.0,2024-12-24,Yoga
PROG-01636,USR-02807,PLAN-021,16.0,2024-12-15,Meditación
PROG-01637,USR-06892,PLAN-084,93.0,2024-12-02,HIIT
PROG-01638,USR-01899,PLAN-009,83.0,2025-02-23,Fuerza
PROG-01639,USR-07021,PLAN-018,38.0,2025-03-05,Fuerza
PROG-01640,USR-04690,PLAN-072,74.0,2025-01-09,Yoga
PROG-01641,USR-05057,PLAN-071,25.0,2025-03-26,Cardio
PROG-01642,USR-00134,PLAN-077,70.0,2025-05-04,Yoga
PROG-01643,USR-06666,PLAN-081,,2025-02-22,HIIT
PROG-01644,USR-02285,PLAN-063,28.0,2024-10-05,Yoga
PROG-01645,USR-03697,PLAN-025,67.0,2025-03-05,Yoga
PROG-01646,USR-07240,PLAN-072,64.0,2025-01-15,HIIT
PROG-01647,USR-07761,PLAN-047,,2025-05-01,Meditación
PROG-01648,USR-03480,PLAN-039,38.0,2025-08-10,HIIT
PROG-01649,USR-04433,PLAN-025,56.0,2025-08-16,Yoga
PROG-01650,USR-04722,PLAN-011,58.0,2025-05-20,Cardio
PROG-01651,USR-04790,PLAN-016,50.0,2025-08-23,Meditación
PROG-01652,USR-04744,PLAN-078,39.0,2024-12-01,Yoga
PROG-01653,USR-04467,PLAN-009,0.0,2025-05-15,Cardio
PROG-01654,USR-06141,PLAN-055,50.0,2025-05-04,HIIT
PROG-01655,USR-04258,PLAN-094,5.0,2025-01-28,Fuerza
PROG-01656,USR-03838,PLAN-024,50.0,2025-09-04,Meditación
PROG-01657,USR-05070,PLAN-049,12.0,2025-02-07,Cardio
PROG-01658,USR-02842,PLAN-020,31.0,2025-02-04,Fuerza
PROG-01659,USR-00646,PLAN-087,1.0,2025-05-29,Yoga
PROG-01660,USR-05830,PLAN-048,24.0,2025-07-15,Cardio
PROG-01661,USR-05228,PLAN-043,11.0,2025-02-02,HIIT
PROG-01662,USR-06408,PLAN-060,25.0,2025-04-29,Yoga
PROG-01663,USR-02524,PLAN-021,92.0,2024-10-27,HIIT
PROG-01664,USR-05956,PLAN-032,67.0,2024-09-18,Fuerza
PROG-01665,USR-00400,PLAN-020,40.0,2025-05-07,Cardio
PROG-01666,USR-02012,PLAN-038,47.0,2025-07-05,HIIT
PROG-01667,USR-02150,PLAN-078,21.0,2024-11-08,Fuerza
PROG-01668,USR-04653,PLAN-048,30.0,2025-03-17,Fuerza
PROG-01669,USR-00472,PLAN-004,52.0,2025-02-18,Cardio
PROG-01670,USR-01114,PLAN-063,4.0,2024-12-12,Meditación
PROG-01671,USR-05527,PLAN-083,20.0,2025-02-16,Cardio
PROG-01672,USR-07212,PLAN-037,58.0,2025-05-19,Cardio
PROG-01673,USR-01209,PLAN-002,61.0,2025-09-09,Cardio
PROG-01674,USR-03501,PLAN-011,45.0,2024-12-13,Meditación
PROG-01675,USR-01199,PLAN-093,82.0,2025-08-23,Meditación
PROG-01676,USR-03909,PLAN-023,50.0,2024-10-05,Fuerza
PROG-01677,USR-02773,PLAN-067,75.0,2024-10-10,Fuerza
PROG-01678,USR-06356,PLAN-030,75.0,2024-11-08,Fuerza
PROG-01679,USR-00220,PLAN-086,65.0,2024-11-12,Yoga
PROG-01680,USR-02523,PLAN-050,65.0,2025-04-01,Yoga
PROG-01681,USR-06156,PLAN-086,88.0,2025-05-09,Cardio
PROG-01682,USR-07980,PLAN-038,75.0,2025-06-18,Meditación
PROG-01683,USR-04769,PLAN-063,11.0,2024-12-14,Cardio
PROG-01684,USR-02766,PLAN-031,24.0,2025-01-05,Meditación
PROG-01685,USR-07431,PLAN-080,61.0,2025-05-03,Fuerza
PROG-01686,USR-03462,PLAN-051,,2025-02-19,Fuerza
PROG-01687,USR-05160,PLAN-048,58.0,2025-03-25,Cardio
PROG-01688,USR-00723,PLAN-025,73.0,2025-01-04,Cardio
PROG-01689,USR-01191,PLAN-089,51.0,2025-03-23,Fuerza
PROG-01690,USR-05157,PLAN-082,,2024-09-19,Yoga
PROG-01691,USR-00909,PLAN-084,27.0,2025-02-08,HIIT
PROG-01692,USR-04217,PLAN-095,39.0,2025-07-10,HIIT
PROG-01693,USR-05420,PLAN-022,11.0,2025-03-03,Cardio
PROG-01694,USR-05779,PLAN-059,74.0,2025-01-12,Meditación
PROG-01695,USR-01937,PLAN-001,39.0,2024-12-19,Yoga
PROG-01696,USR-06338,PLAN-003,20.0,2024-11-21,HIIT
PROG-01697,USR-03727,PLAN-088,,2025-01-24,Meditación
PROG-01698,USR-01874,PLAN-037,48.0,2025-02-19,Fuerza
PROG-01699,USR-01030,PLAN-026,58.0,2024-12-09,Meditación
PROG-01700,USR-03123,PLAN-030,26.0,2025-05-23,Yoga
PROG-01701,USR-06005,PLAN-008,,2025-08-23,Yoga
PROG-01702,USR-05091,PLAN-099,3.0,2025-02-01,HIIT
PROG-01703,USR-04625,PLAN-034,62.0,2025-01-01,HIIT
PROG-01704,USR-04595,PLAN-087,93.0,2025-08-25,Yoga
PROG-01705,USR-00091,PLAN-005,57.0,2024-12-27,Yoga
PROG-01706,USR-01183,PLAN-089,16.0,2025-02-23,Yoga
PROG-01707,USR-03842,PLAN-096,1.0,2025-05-27,Cardio
PROG-01708,USR-06775,PLAN-046,26.0,2025-02-24,Fuerza
PROG-01709,USR-02501,PLAN-039,12.0,2025-05-08,Yoga
PROG-01710,USR-01650,PLAN-011,23.0,2025-03-18,Fuerza
PROG-01711,USR-04048,PLAN-006,84.0,2025-03-06,Yoga
PROG-01712,USR-00643,PLAN-022,0.0,2024-11-19,HIIT
PROG-01713,USR-00745,PLAN-002,9.0,2024-12-02,Fuerza
PROG-01714,USR-05359,PLAN-061,19.0,2025-08-26,Fuerza
PROG-01715,USR-01801,PLAN-035,1.0,2025-05-17,Meditación
PROG-01716,USR-02895,PLAN-047,38.0,2025-05-25,Yoga
PROG-01717,USR-06656,PLAN-076,,2025-05-18,HIIT
PROG-01718,USR-03679,PLAN-097,80.0,2025-06-20,HIIT
PROG-01719,USR-04490,PLAN-058,44.0,2025-04-08,Yoga
PROG-01720,USR-02199,PLAN-071,,2025-04-01,HIIT
PROG-01721,USR-06090,PLAN-018,12.0,2025-06-04,HIIT
PROG-01722,USR-06121,PLAN-014,,2025-08-16,Meditación
PROG-01723,USR-07577,PLAN-071,48.0,2024-11-08,Fuerza
PROG-01724,USR-02822,PLAN-088,32.0,2025-09-12,Yoga
PROG-01725,USR-07084,PLAN-049,42.0,2025-01-28,Fuerza
PROG-01726,USR-00707,PLAN-010,84.0,2025-03-27,Meditación
PROG-01727,USR-04090,PLAN-027,,2025-02-28,Fuerza
PROG-01728,USR-01441,PLAN-060,58.0,2024-11-29,Meditación
PROG-01729,USR-07525,PLAN-064,31.0,2024-11-28,Cardio
PROG-01730,USR-00999,PLAN-022,90.0,2025-04-22,HIIT
PROG-01731,USR-02926,PLAN-090,77.0,2025-08-26,HIIT
PROG-01732,USR-02884,PLAN-086,17.0,2025-08-08,Meditación
PROG-01733,USR-02930,PLAN-037,78.0,2025-06-28,Yoga
PROG-01734,USR-03375,PLAN-067,75.0,2024-10-09,Meditación
PROG-01735,USR-01456,PLAN-025,37.0,2025-07-03,HIIT
PROG-01736,USR-07315,PLAN-060,24.0,2024-11-19,Fuerza
PROG-01737,USR-07038,PLAN-040,50.0,2025-07-09,Meditación
PROG-01738,USR-02979,PLAN-091,23.0,2025-08-04,Fuerza
PROG-01739,USR-07211,PLAN-019,65.0,2025-06-16,Yoga
PROG-01740,USR-04416,PLAN-051,80.0,2025-02-02,HIIT
PROG-01741,USR-06715,PLAN-016,89.0,2024-11-12,Meditación
PROG-01742,USR-01275,PLAN-096,32.0,2024-10-09,Meditación
PROG-01743,USR-02760,PLAN-045,52.0,2024-12-30,HIIT
PROG-01744,USR-00831,PLAN-080,83.0,2024-12-31,Fuerza
PROG-01745,USR-02020,PLAN-048,92.0,2024-11-25,HIIT
PROG-01746,USR-05286,PLAN-099,,2024-09-14,HIIT
PROG-01747,USR-02184,PLAN-093,67.0,2024-09-30,Cardio
PROG-01748,USR-03531,PLAN-064,21.0,2025-02-12,HIIT
PROG-01749,USR-00590,PLAN-082,3.0,2025-01-14,Fuerza
PROG-01750,USR-01039,PLAN-047,52.0,2025-06-02,Cardio
PROG-01751,USR-01945,PLAN-040,92.0,2025-07-08,Meditación
PROG-01752,USR-07400,PLAN-023,63.0,2025-07-04,Cardio
PROG-01753,USR-07781,PLAN-048,64.0,2025-06-30,Yoga
PROG-01754,USR-00168,PLAN-008,86.0,2025-08-18,Fuerza
PROG-01755,USR-05563,PLAN-011,59.0,2025-08-06,HIIT
PROG-01756,USR-05139,PLAN-036,80.0,2024-12-17,Cardio
PROG-01757,USR-03957,PLAN-023,69.0,2024-10-29,Meditación
PROG-01758,USR-01419,PLAN-100,,2025-01-12,Fuerza
PROG-01759,USR-03645,PLAN-066,16.0,2025-07-10,Cardio
PROG-01760,USR-07246,PLAN-046,54.0,2024-10-01,Cardio
PROG-01761,USR-05993,PLAN-064,71.0,2024-09-21,HIIT
PROG-01762,USR-01334,PLAN-042,33.0,2025-09-07,Fuerza
PROG-01763,USR-05957,PLAN-022,49.0,2024-10-28,HIIT
PROG-01764,USR-04475,PLAN-077,59.0,2025-02-07,Fuerza
PROG-01765,USR-02923,PLAN-050,67.0,2024-10-01,Cardio
PROG-01766,USR-02313,PLAN-051,73.0,2025-05-21,Fuerza
PROG-01767,USR-01838,PLAN-021,62.0,2025-02-22,Yoga
PROG-01768,USR-03368,PLAN-099,70.0,2025-07-25,Cardio
PROG-01769,USR-01140,PLAN-022,70.0,2025-05-23,Yoga
PROG-01770,USR-03535,PLAN-046,27.0,2025-06-21,HIIT
PROG-01771,USR-04519,PLAN-045,40.0,2025-01-20,Meditación
PROG-01772,USR-07386,PLAN-030,17.0,2025-03-28,Meditación
PROG-01773,USR-04718,PLAN-096,13.0,2025-06-07,Cardio
PROG-01774,USR-03361,PLAN-092,65.0,2025-05-05,HIIT
PROG-01775,USR-01626,PLAN-091,54.0,2024-11-05,Fuerza
PROG-01776,USR-03370,PLAN-016,28.0,2024-12-30,Cardio
PROG-01777,USR-05986,PLAN-059,30.0,2024-12-01,Cardio
PROG-01778,USR-01740,PLAN-059,92.0,2025-07-31,Yoga
PROG-01779,USR-07909,PLAN-059,17.0,2025-07-26,Fuerza
PROG-01780,USR-03783,PLAN-096,9.0,2025-06-14,Fuerza
PROG-01781,USR-01224,PLAN-005,42.0,2025-08-07,Cardio
PROG-01782,USR-04369,PLAN-063,,2025-06-18,HIIT
PROG-01783,USR-07373,PLAN-093,25.0,2024-11-09,Meditación
PROG-01784,USR-04960,PLAN-088,47.0,2025-06-16,Yoga
PROG-01785,USR-07908,PLAN-026,81.0,2024-10-23,Fuerza
PROG-01786,USR-00815,PLAN-061,95.0,2024-12-29,Fuerza
PROG-01787,USR-06787,PLAN-084,,2025-05-24,Meditación
PROG-01788,USR-01348,PLAN-078,29.0,2025-04-03,HIIT
PROG-01789,USR-06905,PLAN-095,75.0,2025-05-29,Meditación
PROG-01790,USR-03013,PLAN-048,31.0,2025-08-08,Meditación
PROG-01791,USR-03034,PLAN-048,44.0,2025-01-14,Meditación
PROG-01792,USR-02598,PLAN-054,21.0,2024-12-16,Yoga
PROG-01793,USR-07171,PLAN-026,,2025-04-14,Fuerza
PROG-01794,USR-07759,PLAN-034,38.0,2024-10-29,HIIT
PROG-01795,USR-04007,PLAN-037,10.0,2025-04-17,HIIT
PROG-01796,USR-06355,PLAN-071,94.0,2025-01-01,Cardio
PROG-01797,USR-07269,PLAN-033,12.0,2024-10-29,Meditación
PROG-01798,USR-06078,PLAN-078,43.0,2025-03-13,Fuerza
PROG-01799,USR-00129,PLAN-091,99.0,2024-12-05,Fuerza
PROG-01800,USR-04663,PLAN-086,24.0,2025-07-16,Yoga
PROG-01801,USR-00850,PLAN-028,38.0,2024-10-23,Yoga
PROG-01802,USR-04904,PLAN-025,37.0,2025-06-21,Yoga
PROG-01803,USR-00760,PLAN-007,71.0,2024-09-23,HIIT
PROG-01804,USR-04341,PLAN-084,15.0,2025-03-03,Cardio
PROG-01805,USR-06384,PLAN-033,80.0,2025-04-23,Meditación
PROG-01806,USR-04503,PLAN-078,80.0,2025-08-23,Cardio
PROG-01807,USR-02342,PLAN-046,99.0,2025-08-26,Yoga
PROG-01808,USR-03476,PLAN-058,19.0,2025-07-21,Meditación
PROG-01809,USR-00951,PLAN-071,24.0,2025-03-17,Fuerza
PROG-01810,USR-07366,PLAN-026,12.0,2024-11-01,Meditación
PROG-01811,USR-05936,PLAN-072,10.0,2025-06-13,Meditación
PROG-01812,USR-03996,PLAN-024,27.0,2025-08-02,HIIT
PROG-01813,USR-07051,PLAN-087,55.0,2025-05-09,Meditación
PROG-01814,USR-07380,PLAN-068,,2025-02-24,HIIT
PROG-01815,USR-00307,PLAN-026,99.0,2025-03-29,Cardio
PROG-01816,USR-03308,PLAN-086,82.0,2024-10-19,Yoga
PROG-01817,USR-01659,PLAN-048,41.0,2024-09-24,Yoga
PROG-01818,USR-05314,PLAN-100,82.0,2025-04-01,Yoga
PROG-01819,USR-04284,PLAN-092,,2025-09-02,Yoga
PROG-01820,USR-07979,PLAN-048,56.0,2025-09-10,Cardio
PROG-01821,USR-01098,PLAN-069,95.0,2025-02-26,Cardio
PROG-01822,USR-06046,PLAN-047,33.0,2025-06-24,Cardio
PROG-01823,USR-05445,PLAN-061,6.0,2024-10-08,Meditación
PROG-01824,USR-02656,PLAN-001,45.0,2025-08-19,Meditación
PROG-01825,USR-06849,PLAN-033,30.0,2025-07-14,Yoga
PROG-01826,USR-06261,PLAN-073,93.0,2025-08-19,Fuerza
PROG-01827,USR-07230,PLAN-005,51.0,2024-10-30,Yoga
PROG-01828,USR-05052,PLAN-095,90.0,2025-08-23,Fuerza
PROG-01829,USR-06221,PLAN-015,28.0,2025-03-14,Meditación
PROG-01830,USR-01902,PLAN-100,13.0,2024-10-01,Fuerza
PROG-01831,USR-06762,PLAN-027,72.0,2024-09-27,Meditación
PROG-01832,USR-07438,PLAN-063,22.0,2024-11-04,Fuerza
PROG-01833,USR-04384,PLAN-023,47.0,2024-11-16,Fuerza
PROG-01834,USR-02727,PLAN-013,33.0,2024-12-21,Cardio
PROG-01835,USR-03518,PLAN-079,91.0,2025-03-12,Meditación
PROG-01836,USR-05651,PLAN-096,46.0,2024-10-17,Yoga
PROG-01837,USR-03451,PLAN-002,35.0,2024-12-25,Yoga
PROG-01838,USR-01647,PLAN-083,59.0,2025-09-08,Yoga
PROG-01839,USR-02308,PLAN-093,6.0,2025-07-12,Yoga
PROG-01840,USR-06616,PLAN-052,42.0,2024-11-27,Fuerza
PROG-01841,USR-02569,PLAN-080,8.0,2024-11-01,HIIT
PROG-01842,USR-03019,PLAN-015,68.0,2024-09-14,Yoga
PROG-01843,USR-07094,PLAN-074,61.0,2024-12-19,Cardio
PROG-01844,USR-03405,PLAN-067,38.0,2024-09-22,Yoga
PROG-01845,USR-07274,PLAN-028,29.0,2024-10-11,HIIT
PROG-01846,USR-01633,PLAN-047,26.0,2025-01-20,Cardio
PROG-01847,USR-00974,PLAN-047,6.0,2025-05-21,HIIT
PROG-01848,USR-00066,PLAN-004,57.0,2025-08-14,Meditación
PROG-01849,USR-02615,PLAN-092,90.0,2025-08-31,Meditación
PROG-01850,USR-02795,PLAN-096,56.0,2025-05-15,Cardio
PROG-01851,USR-02790,PLAN-051,89.0,2025-07-19,Cardio
PROG-01852,USR-02148,PLAN-089,92.0,2025-02-07,Meditación
PROG-01853,USR-07101,PLAN-082,56.0,2025-04-18,Yoga
PROG-01854,USR-02162,PLAN-017,54.0,2025-06-27,HIIT
PROG-01855,USR-00972,PLAN-083,61.0,2024-09-14,HIIT
PROG-01856,USR-05646,PLAN-021,51.0,2025-02-07,Meditación
PROG-01857,USR-00212,PLAN-043,,2025-05-27,Fuerza
PROG-01858,USR-05731,PLAN-001,38.0,2025-03-02,HIIT
PROG-01859,USR-06474,PLAN-056,27.0,2024-10-30,HIIT
PROG-01860,USR-07783,PLAN-046,7.0,2025-02-08,Fuerza
PROG-01861,USR-00725,PLAN-083,38.0,2024-11-16,HIIT
PROG-01862,USR-01123,PLAN-023,96.0,2025-08-09,HIIT
PROG-01863,USR-02393,PLAN-068,81.0,2025-09-01,Fuerza
PROG-01864,USR-00396,PLAN-015,1.0,2025-03-24,HIIT
PROG-01865,USR-01255,PLAN-031,39.0,2025-01-28,Yoga
PROG-01866,USR-05586,PLAN-068,43.0,2024-11-10,Fuerza
PROG-01867,USR-06573,PLAN-048,75.0,2025-06-26,Yoga
PROG-01868,USR-03377,PLAN-054,14.0,2025-07-01,Cardio
PROG-01869,USR-04549,PLAN-074,33.0,2025-06-03,Fuerza
PROG-01870,USR-05861,PLAN-012,55.0,2025-07-22,Fuerza
PROG-01871,USR-07585,PLAN-046,23.0,2025-09-08,Meditación
PROG-01872,USR-00519,PLAN-035,34.0,2025-04-29,Fuerza
PROG-01873,USR-03381,PLAN-031,50.0,2024-11-10,Meditación
PROG-01874,USR-00386,PLAN-008,89.0,2025-05-12,HIIT
PROG-01875,USR-07406,PLAN-098,1.0,2025-08-23,Cardio
PROG-01876,USR-06226,PLAN-045,58.0,2024-11-02,Meditación
PROG-01877,USR-06562,PLAN-081,65.0,2025-04-25,Yoga
PROG-01878,USR-02333,PLAN-056,,2024-11-03,Yoga
PROG-01879,USR-02543,PLAN-044,83.0,2025-03-26,HIIT
PROG-01880,USR-05714,PLAN-017,4.0,2025-01-05,HIIT
PROG-01881,USR-02401,PLAN-032,8.0,2025-01-21,Meditación
PROG-01882,USR-04821,PLAN-073,48.0,2025-05-11,Yoga
PROG-01883,USR-07239,PLAN-073,35.0,2024-12-06,Cardio
PROG-01884,USR-06542,PLAN-098,6.0,2025-08-15,HIIT
PROG-01885,USR-05354,PLAN-092,88.0,2024-09-26,Meditación
PROG-01886,USR-06847,PLAN-035,31.0,2025-06-21,Yoga
PROG-01887,USR-05543,PLAN-080,98.0,2025-05-31,Meditación
PROG-01888,USR-01582,PLAN-020,89.0,2024-10-27,Cardio
PROG-01889,USR-00471,PLAN-090,14.0,2024-10-01,Fuerza
PROG-01890,USR-03435,PLAN-005,41.0,2025-09-09,Cardio
PROG-01891,USR-03755,PLAN-063,37.0,2025-09-10,Cardio
PROG-01892,USR-06198,PLAN-096,26.0,2025-08-21,HIIT
PROG-01893,USR-02903,PLAN-059,0.0,2025-03-23,HIIT
PROG-01894,USR-07817,PLAN-012,68.0,2024-10-29,Meditación
PROG-01895,USR-06912,PLAN-090,37.0,2025-07-07,Fuerza
PROG-01896,USR-01862,PLAN-031,57.0,2024-11-10,Yoga
PROG-01897,USR-00215,PLAN-053,,2025-06-24,Meditación
PROG-01898,USR-03869,PLAN-039,59.0,2025-07-19,Cardio
PROG-01899,USR-01701,PLAN-051,49.0,2024-11-27,Yoga
PROG-01900,USR-05006,PLAN-073,2.0,2025-09-05,Cardio
PROG-01901,USR-06464,PLAN-001,79.0,2024-12-29,HIIT
PROG-01902,USR-05764,PLAN-010,30.0,2025-03-09,Meditación
PROG-01903,USR-04620,PLAN-016,16.0,2025-06-14,Meditación
PROG-01904,USR-06637,PLAN-057,40.0,2025-01-16,Fuerza
PROG-01905,USR-05099,PLAN-043,20.0,2024-09-12,Meditación
PROG-01906,USR-04223,PLAN-058,38.0,2025-07-01,Meditación
PROG-01907,USR-07526,PLAN-050,64.0,2024-10-15,Yoga
PROG-01908,USR-01361,PLAN-075,68.0,2024-12-07,Cardio
PROG-01909,USR-06433,PLAN-053,37.0,2025-02-23,Meditación
PROG-01910,USR-06098,PLAN-054,1.0,2025-04-26,Cardio
PROG-01911,USR-06347,PLAN-005,74.0,2025-02-10,Yoga
PROG-01912,USR-06396,PLAN-063,34.0,2024-10-02,Yoga
PROG-01913,USR-00889,PLAN-063,25.0,2024-12-15,Yoga
PROG-01914,USR-05954,PLAN-100,1.0,2024-11-20,Yoga
PROG-01915,USR-01696,PLAN-036,88.0,2025-03-09,HIIT
PROG-01916,USR-03394,PLAN-037,57.0,2025-06-14,Yoga
PROG-01917,USR-04360,PLAN-026,78.0,2025-01-07,Meditación
PROG-01918,USR-02152,PLAN-076,66.0,2024-11-16,HIIT
PROG-01919,USR-01211,PLAN-028,65.0,2025-04-14,Yoga
PROG-01920,USR-07699,PLAN-084,81.0,2025-06-11,Cardio
PROG-01921,USR-04763,PLAN-031,88.0,2025-04-14,Meditación
PROG-01922,USR-05140,PLAN-013,18.0,2024-11-07,Meditación
PROG-01923,USR-01755,PLAN-009,66.0,2025-03-14,Fuerza
PROG-01924,USR-06113,PLAN-072,12.0,2025-01-02,Meditación
PROG-01925,USR-02440,PLAN-056,28.0,2025-07-09,Meditación
PROG-01926,USR-05865,PLAN-093,73.0,2025-09-09,Cardio
PROG-01927,USR-02026,PLAN-032,80.0,2025-01-06,Fuerza
PROG-01928,USR-02411,PLAN-022,49.0,2025-06-13,Yoga
PROG-01929,USR-03682,PLAN-051,2.0,2025-06-06,Meditación
PROG-01930,USR-06404,PLAN-095,,2025-06-01,HIIT
PROG-01931,USR-02005,PLAN-069,65.0,2025-08-21,Fuerza
PROG-01932,USR-03955,PLAN-068,,2025-09-11,Fuerza
