ID_Actividad,ID_Usuario,Fecha_Actividad,Tipo_Evento,Duracion_Minutos,ID_Contenido
ACT-000332,USR-01853,2025-07-07,inicio de sesion,63.0,CONT-0001
ACT-000333,USR-00571,2025-03-03,Interacción con Contenido,75.0,CONT-0339
ACT-000334,USR-05856,2025-06-18,inicio de sesion,34.0,CONT-0431
ACT-000335,USR-04651,2024-12-24,inicio de sesion,81.0,CONT-0244
ACT-000336,USR-07965,2025-03-13,Interacción con Contenido,66.0,CONT-0240
ACT-000337,USR-03339,2025-09-03,Interacción con Contenido,49.0,CONT-0051
ACT-000338,USR-03668,2025-05-26,Interacción con Contenido,40.0,CONT-0446
ACT-000339,USR-05373,2025-07-10,inicio de sesion,84.0,CONT-0213
ACT-000340,USR-07385,2025-05-08,Sesión de Entrenamiento Completada,45.0,CONT-0170
ACT-000341,USR-01695,2025-03-10,inicio de sesion,55.0,CONT-0489
ACT-000342,USR-07919,2025-06-16,inicio de sesion,64.0,CONT-0116
ACT-000343,USR-01400,2025-02-25,inicio de sesion,22.0,CONT-0346
ACT-000344,USR-00920,2025-08-18,Interacción con Contenido,2.0,CONT-0221
ACT-000345,USR-04361,2024-12-07,Sesión de Entrenamiento Completada,40.0,CONT-0431
ACT-000346,USR-06798,2025-03-28,Sesión de Entrenamiento Completada,68.0,CONT-0211
ACT-000347,USR-07561,2025-07-04,inicio de sesion,11.0,CONT-0289
ACT-000348,USR-01005,2024-12-11,inicio de sesion,63.0,CONT-0238
ACT-000349,USR-01041,2025-08-18,inicio de sesion,83.0,CONT-0454
ACT-000350,USR-02077,2025-01-23,Interacción con Contenido,17.0,CONT-0429
ACT-000351,USR-01263,2024-10-04,Sesión de Entrenamiento Completada,49.0,CONT-0366
ACT-000352,USR-05796,2024-09-18,Sesión de Entrenamiento Completada,59.0,CONT-0276
ACT-000353,USR-06025,2025-07-25,inicio de sesion,,CONT-0464
ACT-000354,USR-06122,2025-08-30,inicio de sesion,,CONT-0446
ACT-000355,USR-01088,2025-04-26,Interacción con Contenido,67.0,CONT-0201
ACT-000356,USR-02060,2024-09-23,inicio de sesion,19.0,
ACT-000357,USR-00135,2025-07-06,Sesión de Entrenamiento Completada,56.0,CONT-0317
ACT-000358,USR-01879,2025-06-15,Interacción con Contenido,75.0,
ACT-000359,USR-03655,2025-04-06,Interacción con Contenido,79.0,CONT-0157
ACT-000360,USR-07071,2024-09-23,inicio de sesion,,CONT-0280
ACT-000361,USR-06118,2024-11-04,Sesión de Entrenamiento Completada,8.0,CONT-0063
ACT-000362,USR-02422,2025-04-16,inicio de sesion,32.0,CONT-0330
ACT-000363,USR-07745,2025-03-15,Interacción con Contenido,86.0,CONT-0051
ACT-000364,USR-04628,2025-02-26,Sesión de Entrenamiento Completada,41.0,CONT-0365
ACT-000365,USR-03336,2025-08-17,Sesión de Entrenamiento Completada,41.0,CONT-0353
ACT-000366,USR-04026,2025-05-14,Sesión de Entrenamiento Completada,45.0,CONT-0042
ACT-000367,USR-01938,2025-01-09,Interacción con Contenido,,CONT-0251
ACT-000368,USR-07032,2024-11-02,Sesión de Entrenamiento Completada,8.0,CONT-0447
ACT-000369,USR-06495,2025-05-31,Sesión de Entrenamiento Completada,69.0,CONT-0081
ACT-000370,USR-04698,2024-12-30,Sesión de Entrenamiento Completada,17.0,CONT-0142
ACT-000371,USR-05029,2024-12-01,Interacción con Contenido,,CONT-0183
ACT-000372,USR-06001,2025-06-03,Sesión de Entrenamiento Completada,54.0,CONT-0328
ACT-000373,USR-04017,2025-06-19,inicio de sesion,9.0,CONT-0384
ACT-000374,USR-01538,2024-11-27,Sesión de Entrenamiento Completada,11.0,CONT-0402
ACT-000375,USR-07098,2025-01-28,Sesión de Entrenamiento Completada,23.0,CONT-0107
ACT-000376,USR-03764,2025-05-26,Sesión de Entrenamiento Completada,10.0,CONT-0384
ACT-000377,USR-02197,2025-01-18,Sesión de Entrenamiento Completada,78.0,CONT-0016
ACT-000378,USR-00844,2024-12-16,Sesión de Entrenamiento Completada,26.0,CONT-0072
ACT-000379,USR-07990,2024-09-28,Sesión de Entrenamiento Completada,47.0,CONT-0454
ACT-000380,USR-01751,2025-04-03,Interacción con Contenido,29.0,CONT-0224
ACT-000381,USR-06228,2025-09-04,Interacción con Contenido,9.0,CONT-0445
ACT-000382,USR-00140,2025-01-14,Sesión de Entrenamiento Completada,66.0,CONT-0063
ACT-000383,USR-02403,2025-02-07,Interacción con Contenido,33.0,CONT-0068
ACT-000384,USR-00687,2025-03-28,Sesión de Entrenamiento Completada,76.0,CONT-0259
ACT-000385,USR-07461,2024-11-02,Interacción con Contenido,28.0,CONT-0257
ACT-000386,USR-05735,2024-10-31,inicio de sesion,53.0,CONT-0217
ACT-000387,USR-00728,2024-09-14,Sesión de Entrenamiento Completada,28.0,CONT-0202
ACT-000388,USR-01372,2025-08-20,Interacción con Contenido,54.0,CONT-0423
ACT-000389,USR-02314,2025-02-15,inicio de sesion,76.0,CONT-0114
ACT-000390,USR-05300,2024-10-08,Interacción con Contenido,23.0,CONT-0304
ACT-000391,USR-04778,2024-10-25,Interacción con Contenido,74.0,CONT-0472
ACT-000392,USR-00065,2025-07-08,Interacción con Contenido,61.0,CONT-0455
ACT-000393,USR-03282,2024-10-11,Sesión de Entrenamiento Completada,33.0,CONT-0039
ACT-000394,USR-03508,2024-11-13,inicio de sesion,38.0,CONT-0194
ACT-000395,USR-05687,2025-07-16,Interacción con Contenido,48.0,CONT-0189
ACT-000396,USR-04463,2024-10-28,inicio de sesion,23.0,CONT-0494
ACT-000397,USR-02969,2024-12-18,Sesión de Entrenamiento Completada,37.0,CONT-0157
ACT-000398,USR-07372,2025-07-15,Sesión de Entrenamiento Completada,18.0,CONT-0227
ACT-000399,USR-07536,2025-09-09,Sesión de Entrenamiento Completada,55.0,CONT-0390
ACT-000400,USR-01782,2025-08-04,Interacción con Contenido,29.0,CONT-0492
ACT-000401,USR-06181,2025-05-18,Sesión de Entrenamiento Completada,37.0,CONT-0220
ACT-000402,USR-05344,2025-07-23,Interacción con Contenido,52.0,CONT-0347
ACT-000403,USR-00849,2025-01-18,Interacción con Contenido,55.0,CONT-0320
ACT-000404,USR-00571,2025-02-13,Sesión de Entrenamiento Completada,5.0,CONT-0107
ACT-000405,USR-05095,2025-07-21,Sesión de Entrenamiento Completada,35.0,CONT-0446
ACT-000406,USR-05503,2024-10-17,Sesión de Entrenamiento Completada,30.0,CONT-0344
ACT-000407,USR-01932,2025-03-17,Sesión de Entrenamiento Completada,76.0,CONT-0447
ACT-000408,USR-04495,2025-07-07,inicio de sesion,64.0,CONT-0297
ACT-000409,USR-04754,2025-06-01,Sesión de Entrenamiento Completada,89.0,CONT-0396
ACT-000410,USR-04533,2025-02-05,Sesión de Entrenamiento Completada,34.0,CONT-0035
ACT-000411,USR-00142,2025-09-02,inicio de sesion,3.0,CONT-0331
ACT-000412,USR-04389,2025-02-27,Sesión de Entrenamiento Completada,5.0,CONT-0468
ACT-000413,USR-01117,2024-12-12,Sesión de Entrenamiento Completada,24.0,CONT-0307
ACT-000414,USR-07868,2025-09-02,Sesión de Entrenamiento Completada,40.0,CONT-0222
ACT-000415,USR-05813,2024-10-31,inicio de sesion,31.0,CONT-0276
ACT-000416,USR-05860,2025-07-07,Interacción con Contenido,37.0,CONT-0306
ACT-000417,USR-06586,2025-08-11,Interacción con Contenido,19.0,CONT-0084
ACT-000418,USR-03455,2025-01-29,inicio de sesion,15.0,CONT-0019
ACT-000419,USR-03732,2024-11-17,inicio de sesion,32.0,CONT-0186
ACT-000420,USR-02627,2025-06-17,Interacción con Contenido,55.0,CONT-0316
ACT-000421,USR-04611,2025-08-26,Sesión de Entrenamiento Completada,32.0,CONT-0218
ACT-000422,USR-02612,2025-06-15,Interacción con Contenido,25.0,CONT-0103
ACT-000423,USR-05892,2025-06-18,Interacción con Contenido,20.0,CONT-0445
ACT-000424,USR-03259,2025-08-12,Sesión de Entrenamiento Completada,80.0,CONT-0248
ACT-000425,USR-07145,2025-04-18,Interacción con Contenido,26.0,CONT-0207
ACT-000426,USR-07513,2025-07-16,Sesión de Entrenamiento Completada,80.0,CONT-0470
ACT-000427,USR-05043,2024-12-25,inicio de sesion,34.0,CONT-0078
ACT-000428,USR-03317,2025-02-24,Interacción con Contenido,11.0,CONT-0239
ACT-000429,USR-07198,2024-09-25,Interacción con Contenido,36.0,CONT-0194
ACT-000430,USR-00395,2024-12-03,Interacción con Contenido,25.0,CONT-0457
ACT-000431,USR-06300,2025-08-11,inicio de sesion,83.0,CONT-0414
ACT-000432,USR-01561,2025-07-20,inicio de sesion,25.0,CONT-0117
ACT-000433,USR-07937,2024-10-16,Interacción con Contenido,71.0,CONT-0223
ACT-000434,USR-02577,2025-05-12,Sesión de Entrenamiento Completada,52.0,CONT-0013
ACT-000435,USR-05981,2024-10-06,inicio de sesion,60.0,CONT-0142
ACT-000436,USR-05309,2025-06-26,Interacción con Contenido,88.0,CONT-0247
ACT-000437,USR-05834,2025-09-09,Sesión de Entrenamiento Completada,34.0,CONT-0101
ACT-000438,USR-00569,2024-11-22,Sesión de Entrenamiento Completada,6.0,CONT-0102
ACT-000439,USR-03072,2025-05-02,Interacción con Contenido,16.0,CONT-0028
ACT-000440,USR-06511,2025-07-12,inicio de sesion,87.0,CONT-0488
ACT-000441,USR-00332,2025-05-23,Interacción con Contenido,28.0,CONT-0287
ACT-000442,USR-02508,2024-10-04,inicio de sesion,58.0,CONT-0055
ACT-000443,USR-07540,2025-01-07,Interacción con Contenido,56.0,CONT-0059
ACT-000444,USR-02179,2025-07-21,inicio de sesion,18.0,CONT-0419
ACT-000445,USR-01326,2025-05-15,Interacción con Contenido,75.0,CONT-0065
ACT-000446,USR-02921,2025-05-04,Sesión de Entrenamiento Completada,29.0,CONT-0088
ACT-000447,USR-06531,2025-03-25,Interacción con Contenido,43.0,CONT-0259
ACT-000448,USR-01460,2025-03-01,Sesión de Entrenamiento Completada,7.0,CONT-0198
ACT-000449,USR-01013,2025-07-22,inicio de sesion,12.0,CONT-0157
ACT-000450,USR-03107,2025-05-04,inicio de sesion,40.0,CONT-0008
ACT-000451,USR-07887,2025-03-07,Interacción con Contenido,35.0,CONT-0029
ACT-000452,USR-00063,2025-01-08,Interacción con Contenido,86.0,CONT-0354
ACT-000453,USR-05627,2024-12-03,inicio de sesion,42.0,CONT-0488
ACT-000454,USR-07437,2025-01-12,Sesión de Entrenamiento Completada,4.0,CONT-0225
ACT-000455,USR-05608,2025-03-01,inicio de sesion,41.0,
ACT-000456,USR-02839,2025-01-02,Sesión de Entrenamiento Completada,64.0,CONT-0220
ACT-000457,USR-01054,2025-02-05,Sesión de Entrenamiento Completada,33.0,CONT-0324
ACT-000458,USR-04356,2024-10-26,Interacción con Contenido,80.0,CONT-0319
ACT-000459,USR-00244,2025-03-12,Interacción con Contenido,68.0,CONT-0069
ACT-000460,USR-00050,2025-08-22,Interacción con Contenido,85.0,CONT-0416
ACT-000461,USR-06706,2024-10-28,Interacción con Contenido,52.0,CONT-0170
ACT-000462,USR-05923,2025-05-09,inicio de sesion,52.0,CONT-0398
ACT-000463,USR-02427,2024-11-07,Sesión de Entrenamiento Completada,3.0,CONT-0115
ACT-000464,USR-01308,2024-09-29,Sesión de Entrenamiento Completada,28.0,CONT-0395
ACT-000465,USR-00033,2025-02-09,Sesión de Entrenamiento Completada,8.0,
ACT-000466,USR-05539,2025-08-19,Interacción con Contenido,68.0,CONT-0381
ACT-000467,USR-01250,2025-02-19,inicio de sesion,72.0,CONT-0007
ACT-000468,USR-07392,2025-05-16,Interacción con Contenido,40.0,CONT-0231
ACT-000469,USR-04766,2024-12-01,Interacción con Contenido,16.0,CONT-0203
ACT-000470,USR-07769,2025-01-30,inicio de sesion,50.0,CONT-0169
ACT-000471,USR-00813,2025-01-26,inicio de sesion,18.0,CONT-0055
ACT-000472,USR-07987,2025-03-26,Interacción con Contenido,67.0,CONT-0153
ACT-000473,USR-01589,2024-09-14,Interacción con Contenido,3.0,CONT-0369
ACT-000474,USR-06060,2025-08-03,inicio de sesion,60.0,CONT-0002
ACT-000475,USR-00398,2025-08-09,Interacción con Contenido,69.0,CONT-0139
ACT-000476,USR-00219,2025-05-24,Sesión de Entrenamiento Completada,23.0,CONT-0376
ACT-000477,USR-01806,2025-03-08,Interacción con Contenido,10.0,CONT-0381
ACT-000478,USR-07328,2025-03-22,Interacción con Contenido,,CONT-0325
ACT-000479,USR-04309,2025-02-22,inicio de sesion,13.0,CONT-0467
ACT-000480,USR-04126,2025-02-08,Interacción con Contenido,15.0,CONT-0218
ACT-000481,USR-02625,2025-02-15,Sesión de Entrenamiento Completada,32.0,CONT-0403
ACT-000482,USR-07117,2025-01-20,Sesión de Entrenamiento Completada,70.0,CONT-0177
ACT-000483,USR-03076,2025-07-31,Sesión de Entrenamiento Completada,75.0,CONT-0346
ACT-000484,USR-00184,2025-07-18,Interacción con Contenido,79.0,CONT-0080
ACT-000485,USR-02187,2024-12-30,Interacción con Contenido,24.0,CONT-0138
ACT-000486,USR-06899,2025-01-24,inicio de sesion,56.0,CONT-0275
ACT-000487,USR-04412,2025-02-07,inicio de sesion,15.0,CONT-0122
ACT-000488,USR-02719,2024-09-14,inicio de sesion,1.0,CONT-0185
ACT-000489,USR-03166,2025-03-06,inicio de sesion,18.0,CONT-0426
ACT-000490,USR-01574,2025-02-21,Interacción con Contenido,59.0,CONT-0168
ACT-000491,USR-07936,2025-01-06,inicio de sesion,65.0,CONT-0222
ACT-000492,USR-07835,2025-05-06,Sesión de Entrenamiento Completada,38.0,CONT-0329
ACT-000493,USR-07778,2024-09-17,Interacción con Contenido,49.0,CONT-0423
ACT-000494,USR-07232,2025-06-21,Interacción con Contenido,40.0,CONT-0472
ACT-000495,USR-04536,2025-06-15,inicio de sesion,86.0,CONT-0081
ACT-000496,USR-06038,2025-02-26,Sesión de Entrenamiento Completada,66.0,CONT-0293
ACT-000497,USR-01922,2025-05-23,Interacción con Contenido,84.0,CONT-0400
ACT-000498,USR-03644,2025-07-29,Interacción con Contenido,63.0,CONT-0318
ACT-000499,USR-06420,2024-09-13,inicio de sesion,52.0,CONT-0324
ACT-000500,USR-02855,2024-12-09,Interacción con Contenido,53.0,CONT-0033
ACT-000501,USR-02802,2024-11-14,Interacción con Contenido,66.0,CONT-0189
ACT-000502,USR-01357,2025-08-27,Sesión de Entrenamiento Completada,74.0,CONT-0163
ACT-000503,USR-06380,2024-12-15,Sesión de Entrenamiento Completada,43.0,CONT-0388
ACT-000504,USR-01409,2025-05-17,inicio de sesion,70.0,CONT-0007
ACT-000505,USR-06935,2025-04-14,Interacción con Contenido,19.0,CONT-0005
ACT-000506,USR-04936,2025-08-10,Sesión de Entrenamiento Completada,11.0,CONT-0439
ACT-000507,USR-05941,2025-06-27,Sesión de Entrenamiento Completada,72.0,CONT-0463
ACT-000508,USR-05988,2025-03-05,inicio de sesion,11.0,CONT-0226
ACT-000509,USR-01383,2025-04-18,Interacción con Contenido,74.0,CONT-0085
ACT-000510,USR-02775,2025-06-20,inicio de sesion,1.0,CONT-0453
ACT-000511,USR-07905,2025-03-08,Interacción con Contenido,73.0,CONT-0286
ACT-000512,USR-00719,2024-11-29,Sesión de Entrenamiento Completada,50.0,CONT-0219
ACT-000513,USR-03020,2024-10-13,Sesión de Entrenamiento Completada,69.0,CONT-0027
ACT-000514,USR-03993,2025-03-25,inicio de sesion,49.0,CONT-0351
ACT-000515,USR-04114,2024-11-01,Interacción con Contenido,70.0,CONT-0047
ACT-000516,USR-06255,2025-01-19,inicio de sesion,14.0,CONT-0086
ACT-000517,USR-07643,2024-12-22,Sesión de Entrenamiento Completada,8.0,CONT-0005
ACT-000518,USR-05008,2025-05-01,inicio de sesion,60.0,CONT-0150
ACT-000519,USR-02804,2024-11-06,Sesión de Entrenamiento Completada,28.0,CONT-0212
ACT-000520,USR-06245,2024-12-14,inicio de sesion,32.0,CONT-0355
ACT-000521,USR-06417,2025-06-27,Interacción con Contenido,30.0,CONT-0114
ACT-000522,USR-00403,2024-10-03,Interacción con Contenido,11.0,CONT-0144
ACT-000523,USR-03197,2024-11-12,inicio de sesion,75.0,CONT-0082
ACT-000524,USR-05345,2025-03-11,Sesión de Entrenamiento Completada,79.0,CONT-0474
ACT-000525,USR-04709,2025-01-12,Sesión de Entrenamiento Completada,54.0,
ACT-000526,USR-03916,2025-08-23,Interacción con Contenido,68.0,CONT-0363
ACT-000527,USR-00345,2025-05-16,Sesión de Entrenamiento Completada,71.0,CONT-0286
ACT-000528,USR-07125,2024-10-27,Interacción con Contenido,66.0,CONT-0318
ACT-000529,USR-00959,2025-04-25,Interacción con Contenido,37.0,CONT-0031
ACT-000530,USR-04777,2024-12-03,inicio de sesion,23.0,CONT-0328
ACT-000531,USR-03053,2025-06-22,Interacción con Contenido,83.0,CONT-0312
ACT-000532,USR-05720,2025-04-09,inicio de sesion,51.0,CONT-0091
ACT-000533,USR-00924,2025-08-23,inicio de sesion,74.0,CONT-0325
ACT-000534,USR-02789,2025-08-08,Interacción con Contenido,55.0,CONT-0433
ACT-000535,USR-01062,2025-04-01,Interacción con Contenido,71.0,CONT-0376
ACT-000536,USR-03428,2025-05-17,Sesión de Entrenamiento Completada,10.0,CONT-0310
ACT-000537,USR-03117,2025-08-07,Sesión de Entrenamiento Completada,62.0,CONT-0433
ACT-000538,USR-00952,2025-01-26,Sesión de Entrenamiento Completada,38.0,CONT-0219
ACT-000539,USR-03050,2024-12-25,Interacción con Contenido,74.0,CONT-0426
ACT-000540,USR-07242,2025-07-10,inicio de sesion,22.0,CONT-0329
ACT-000541,USR-06861,2025-08-19,Interacción con Contenido,71.0,CONT-0123
ACT-000542,USR-04907,2024-10-24,Interacción con Contenido,68.0,
ACT-000543,USR-07456,2025-01-24,Sesión de Entrenamiento Completada,12.0,CONT-0097
ACT-000544,USR-03045,2024-10-26,Sesión de Entrenamiento Completada,58.0,CONT-0249
ACT-000545,USR-03938,2025-01-26,inicio de sesion,45.0,CONT-0316
ACT-000546,USR-04523,2024-11-04,Sesión de Entrenamiento Completada,69.0,CONT-0453
ACT-000547,USR-02264,2025-05-18,Interacción con Contenido,26.0,CONT-0037
ACT-000548,USR-02910,2025-01-16,inicio de sesion,27.0,CONT-0218
ACT-000549,USR-06582,2025-04-06,Sesión de Entrenamiento Completada,64.0,CONT-0206
ACT-000550,USR-06498,2025-03-25,Sesión de Entrenamiento Completada,48.0,CONT-0008
ACT-000551,USR-05847,2025-05-21,Sesión de Entrenamiento Completada,1.0,
ACT-000552,USR-03667,2025-06-18,Interacción con Contenido,23.0,CONT-0123
ACT-000553,USR-03345,2024-12-01,inicio de sesion,,CONT-0342
ACT-000554,USR-00170,2024-12-10,Sesión de Entrenamiento Completada,73.0,CONT-0171
ACT-000555,USR-06539,2025-02-25,Sesión de Entrenamiento Completada,40.0,CONT-0461
ACT-000556,USR-01774,2025-08-20,Interacción con Contenido,45.0,CONT-0103
ACT-000557,USR-04529,2025-07-15,Interacción con Contenido,76.0,
ACT-000558,USR-06851,2025-02-07,inicio de sesion,6.0,CONT-0413
ACT-000559,USR-00468,2024-11-25,inicio de sesion,18.0,CONT-0330
ACT-000560,USR-06527,2025-03-13,Sesión de Entrenamiento Completada,42.0,CONT-0361
ACT-000561,USR-02814,2025-04-24,Interacción con Contenido,55.0,CONT-0225
ACT-000562,USR-04827,2025-04-11,Sesión de Entrenamiento Completada,19.0,CONT-0373
ACT-000563,USR-02907,2025-06-04,Interacción con Contenido,50.0,
ACT-000564,USR-02657,2024-12-24,Sesión de Entrenamiento Completada,54.0,CONT-0070
ACT-000565,USR-06041,2024-11-24,Sesión de Entrenamiento Completada,,CONT-0416
ACT-000566,USR-02593,2024-11-24,Sesión de Entrenamiento Completada,84.0,CONT-0258
ACT-000567,USR-05710,2025-08-11,Sesión de Entrenamiento Completada,74.0,CONT-0372
ACT-000568,USR-03970,2024-12-22,Sesión de Entrenamiento Completada,9.0,CONT-0399
ACT-000569,USR-02563,2025-01-13,Interacción con Contenido,5.0,CONT-0200
ACT-000570,USR-00579,2025-07-27,inicio de sesion,3.0,CONT-0150
ACT-000571,USR-05728,2025-04-17,Interacción con Contenido,61.0,CONT-0184
ACT-000572,USR-01909,2024-09-30,Sesión de Entrenamiento Completada,10.0,CONT-0147
ACT-000573,USR-06038,2025-02-06,Sesión de Entrenamiento Completada,87.0,CONT-0385
ACT-000574,USR-05943,2025-05-26,Sesión de Entrenamiento Completada,4.0,
ACT-000575,USR-03249,2025-02-15,Interacción con Contenido,78.0,CONT-0331
ACT-000576,USR-03689,2025-04-04,inicio de sesion,53.0,CONT-0057
ACT-000577,USR-02764,2025-03-24,Interacción con Contenido,32.0,CONT-0476
ACT-000578,USR-06024,2024-10-21,inicio de sesion,45.0,CONT-0337
ACT-000579,USR-03677,2025-02-07,Sesión de Entrenamiento Completada,11.0,CONT-0425
ACT-000580,USR-03538,2025-05-19,inicio de sesion,27.0,CONT-0336
ACT-000581,USR-04188,2025-02-04,inicio de sesion,88.0,CONT-0216
ACT-000582,USR-00893,2024-12-30,Sesión de Entrenamiento Completada,51.0,CONT-0426
ACT-000583,USR-06965,2024-09-19,inicio de sesion,26.0,CONT-0499
ACT-000584,USR-05820,2025-05-11,Interacción con Contenido,86.0,CONT-0099
ACT-000585,USR-04849,2025-02-17,Interacción con Contenido,,CONT-0041
ACT-000586,USR-04697,2025-06-21,inicio de sesion,66.0,CONT-0305
ACT-000587,USR-00103,2025-06-11,Interacción con Contenido,78.0,CONT-0352
ACT-000588,USR-00159,2025-05-30,inicio de sesion,51.0,CONT-0032
ACT-000589,USR-00747,2025-07-30,Sesión de Entrenamiento Completada,89.0,CONT-0286
ACT-000590,USR-06967,2025-04-24,Sesión de Entrenamiento Completada,14.0,CONT-0263
ACT-000591,USR-03356,2025-06-11,Sesión de Entrenamiento Completada,64.0,CONT-0443
ACT-000592,USR-06966,2025-08-22,Sesión de Entrenamiento Completada,33.0,CONT-0286
ACT-000593,USR-00873,2025-04-29,Sesión de Entrenamiento Completada,62.0,CONT-0315
ACT-000594,USR-00664,2025-06-03,Interacción con Contenido,28.0,CONT-0194
ACT-000595,USR-07173,2024-10-04,inicio de sesion,81.0,CONT-0497
ACT-000596,USR-03550,2024-11-02,inicio de sesion,79.0,CONT-0116
ACT-000597,USR-06924,2025-08-31,Interacción con Contenido,71.0,CONT-0294
ACT-000598,USR-05659,2025-04-11,inicio de sesion,82.0,CONT-0384
ACT-000599,USR-04501,2025-06-07,inicio de sesion,88.0,CONT-0380
ACT-000600,USR-02710,2025-01-20,Sesión de Entrenamiento Completada,10.0,CONT-0335
ACT-000601,USR-00048,2024-10-22,inicio de sesion,37.0,CONT-0304
ACT-000602,USR-03045,2024-09-18,Sesión de Entrenamiento Completada,21.0,CONT-0475
ACT-000603,USR-06301,2024-10-11,Sesión de Entrenamiento Completada,5.0,CONT-0361
ACT-000604,USR-07948,2024-11-29,Sesión de Entrenamiento Completada,20.0,CONT-0042
ACT-000605,USR-04982,2024-12-21,Interacción con Contenido,59.0,CONT-0153
ACT-000606,USR-04762,2025-03-11,Interacción con Contenido,54.0,CONT-0316
ACT-000607,USR-00434,2025-01-03,inicio de sesion,88.0,CONT-0081
ACT-000608,USR-00513,2025-02-02,inicio de sesion,27.0,CONT-0332
ACT-000609,USR-00238,2024-12-28,inicio de sesion,87.0,CONT-0320
ACT-000610,USR-01764,2025-04-04,Sesión de Entrenamiento Completada,89.0,CONT-0350
ACT-000611,USR-01631,2024-09-13,inicio de sesion,22.0,CONT-0136
ACT-000612,USR-05266,2025-04-13,inicio de sesion,20.0,CONT-0091
ACT-000613,USR-07377,2025-05-11,Sesión de Entrenamiento Completada,5.0,CONT-0216
ACT-000614,USR-05114,2025-01-07,Interacción con Contenido,2.0,CONT-0016
